axis,recall,precision,threshold
I/E,0.9797928123800997,0.7920802315963607,0.21869024256288033
I/E,0.9797928123800997,0.7921621342156964,0.2190907430421352
I/E,0.9796649187875688,0.7921406411582212,0.21917704551146333
I/E,0.9796649187875688,0.7922225669665943,0.21946521891550352
I/E,0.9796649187875688,0.7923045097227969,0.21958019190475175
I/E,0.9796649187875688,0.7923864694320886,0.2196030370805493
I/E,0.9795370251950377,0.792364990689013,0.21972572098789006
I/E,0.9795370251950377,0.7924469736161407,0.21979725833207503
I/E,0.9795370251950377,0.7925289735099338,0.21981195125127315
I/E,0.9794091316025068,0.7925075028459071,0.21990549308278365
I/E,0.9794091316025068,0.7925895259780583,0.22016633878054628
I/E,0.9794091316025068,0.7926715660904669,0.22084682179828236
I/E,0.9794091316025068,0.7927536231884058,0.22086337726932295
I/E,0.9794091316025068,0.7928356972771509,0.22115938635024135
I/E,0.9792812380099757,0.7928142472561607,0.22165840329636471
I/E,0.9792812380099757,0.7928963446204825,0.22183184891080662
I/E,0.9791533444174447,0.7928748964374482,0.2221440347457563
I/E,0.9791533444174447,0.7929570170895909,0.22223240357526805
I/E,0.9790254508249137,0.7929355707478766,0.22225557223309425
I/E,0.9790254508249137,0.7930177147000932,0.22247947507713967
I/E,0.9788975572323827,0.7929962702030667,0.2226301671235523
I/E,0.9788975572323827,0.79307843746762,0.22264494609131905
I/E,0.9787696636398516,0.7930569948186529,0.22268349412979332
I/E,0.9786417700473207,0.7930355477251528,0.22286178991438832
I/E,0.9786417700473207,0.793117744610282,0.22294390741490203
I/E,0.9786417700473207,0.7931999585363325,0.222962941256303
I/E,0.9786417700473207,0.7932821895086046,0.22318096442698662
I/E,0.9786417700473207,0.7933644375324002,0.22320371909454187
I/E,0.9785138764547896,0.7933430111986728,0.22325385465236672
I/E,0.9785138764547896,0.7934252825884061,0.22328813380407705
I/E,0.9783859828622586,0.7934038581207219,0.22352666848283573
I/E,0.9782580892697276,0.7933824292085884,0.22375381430163585
I/E,0.9781301956771966,0.7933609958506224,0.22427563977247555
I/E,0.9781301956771966,0.7934433032472248,0.22433771025875843
I/E,0.9780023020846655,0.793421871757626,0.22463676033398905
I/E,0.9778744084921346,0.793400435820276,0.22498674829049548
I/E,0.9777465148996035,0.79337899543379,0.22534701222899894
I/E,0.9777465148996035,0.7934613388687078,0.225420309829661
I/E,0.9777465148996035,0.7935436993979655,0.22554607124836082
I/E,0.9776186213070726,0.7935222672064778,0.22569808927573556
I/E,0.9776186213070726,0.7936046511627907,0.2259558079913981
I/E,0.9776186213070726,0.793687052227183,0.22622211725900618
I/E,0.9776186213070726,0.7937694704049845,0.22632756334718687
I/E,0.9776186213070726,0.7938519057015266,0.2263333006617581
I/E,0.9776186213070726,0.7939343581221437,0.22635998204426375
I/E,0.9776186213070726,0.794016827672172,0.22653827094389867
I/E,0.9774907277145415,0.7939954290463328,0.2265432033806456
I/E,0.9773628341220105,0.793974025974026,0.22660108250421165
I/E,0.9773628341220105,0.7940565253532834,0.2266544779980202
